Date,high,low,close,open,volumek,gas,oil,coal,power,stock,pos,neg,trends
2022/12/9,89.16,86.75,87.73,88.65,15.17,345.91,76.6,260.9,317.52,439.3,1.166,0.159,43
2022/12/12,90.41,87.4,89.81,87.5,17.5,339.05,78.34,250.25,292.32,437.5,0,0,56
2022/12/13,90.15,87.16,88.99,90.15,21.22,341.32,80.86,247,284.74,442.2,0.644,0.164,44
2022/12/14,89.4,84.76,86.19,88.44,24.19,324.89,82.75,240.6,277.93,442.6,0.524,0,52
2022/12/15,87.64,85,85.2,86.19,19.65,337.13,81.32,240,281.5,429.6,0.11,0.108,46
2022/12/16,86.33,83.07,83.68,85.24,14.7,288.42,79.49,234.2,268.35,424.39,0.525,0.534,45
2022/12/19,86.65,83.85,84.69,86.57,1.11,270.07,80.14,230.5,271.76,425.9,0,0,100
2022/12/20,88.02,83.85,86.87,84.6,0.73,262.56,80.53,230.45,269.32,423.8,0.591,0.157,85
2022/12/21,86.22,84.25,85.6,86.22,1.74,241.95,82.58,228,268.89,431.1,0.396,0.048,57
2022/12/22,87.95,84.95,86.85,85.71,0.49,226.9,81.67,229.5,265.05,426.8,0.503,0.161,52
2022/12/23,88.05,86.08,86.85,87.46,0.33,200.11,84.5,228.7,260.37,427.2,0.825,0.474,57
2022/12/27,88.5,85.55,86.08,85.92,0.3,200.11,84.68,223.35,254.2,428.5,0,0,30
2022/12/28,86.02,83.85,84.13,86.02,0.9,188.5,83.26,227.35,252.88,427.4,0,0,31
2022/12/29,83.85,81.87,82.36,83.85,0.47,194.21,82.26,227.85,252.45,430.2,0,0,23
2022/12/30,82.8,78.23,79.4,82,1.8,186.05,85.91,228.35,251.62,424.1,0.181,0.063,27
2023/1/2,83.68,80.17,83.67,80.17,0.21,186.05,85.91,228.35,251.62,431.7,0,0,32
2023/1/3,83,79.49,80.42,83,0.91,171.18,82.1,187.25,142.38,434.2,0,0,34
2023/1/4,80.29,75.24,75.4,80.29,0.75,153.08,77.84,178.75,126.42,440.1,0.048,0.261,59
2023/1/5,77.43,74.85,76.24,75.35,0.84,182.73,78.69,177.75,130.66,439.5,0.532,0.388,59
2023/1/6,77.33,75,75.55,76,0.43,170,78.57,172.3,124.81,444.6,0.418,0.366,36
2023/1/9,79.58,74.8,79.1,74.8,1.21,183.64,79.65,172.6,121.01,448.9,0,0,56
2023/1/10,79.79,77.94,78.38,79.74,1.75,171.3,80.1,172.1,118.16,445.7,0.429,0.281,64
2023/1/11,79.11,76.24,76.64,78.25,1.41,160.63,82.67,165,117.64,447.7,0.299,0.157,52
2023/1/12,77.9,76.25,77.76,76.73,0.11,167.42,84.03,172.7,124.68,450.7,0.591,0.4,59
2023/1/13,78,75.82,77.2,77.49,0.48,162.54,85.28,169,123.71,452.7,0.416,0.165,36
2023/1/16,76.98,75.07,75.07,76.8,0.73,136.76,84.46,168,123.71,454.9,0,0,43
2023/1/17,77.7,74.75,77.21,75.25,0.56,150.74,85.92,170,119.98,456.1,0.264,0.147,63
2023/1/18,81.42,76.85,81.42,76.9,1.03,153.88,84.98,175,119.49,457.2,0.54,0.138,47
2023/1/19,82.73,80.78,81.86,80.89,0.69,152.52,86.16,175,118.48,450.5,0.348,0.228,64
2023/1/20,82.72,81.01,82.6,81.92,0.84,168.9,87.63,174.45,118.3,451.8,0.406,0.117,53
2023/1/23,83.32,81.7,81.8,82.59,0.44,166.72,88.19,172.4,119.14,454.6,0,0,51
2023/1/24,82.21,79.1,79.62,81.93,0.65,147.66,86.13,170,117.85,453.6,0.357,0.189,74
2023/1/25,82.4,78.9,82.28,79.46,0.3,143.23,86.12,166.75,116.34,452.1,0.232,0.145,57
2023/1/26,86.9,81.65,86.81,82.19,0.95,139.22,87.47,166.4,116.08,453.8,0.401,0.239,55
2023/1/27,88,86.37,86.94,86.81,1.19,140.89,86.66,167.15,118.02,454.9,0.661,0.229,61
2023/1/30,87.56,85.84,87.21,87.05,1.54,139.81,84.9,139,117.83,454.2,0.225,0.151,61
2023/1/31,90.33,86.43,90.13,87.18,2.81,145.51,84.49,136.65,141.7,453.2,0.311,0.352,82
2023/2/1,94.26,90,92.65,90,0.61,152.07,82.84,142.1,142.79,452.5,0.172,0.151,62
2023/2/2,93.96,89.23,90.65,92.8,1.06,143.97,82.17,136.85,138.59,459,0.22,0,52
2023/2/3,92.98,90.41,90.9,91.82,0.75,147.89,79.94,138.5,141.52,460.1,1.239,0.74,45
2023/2/6,92.34,87.8,87.96,90.44,0.44,146.98,80.99,139.25,132.28,456.7,0.103,0,61
2023/2/7,88.36,86.5,87.9,88.2,0.29,140.04,83.69,136,129.15,457.4,0.682,0.366,63
2023/2/8,88.96,86.7,87.59,87.2,0.14,134.61,85.09,129.65,130.98,459,0.492,0.135,60
2023/2/9,89.92,87.23,88.49,87.6,0.53,131.53,84.5,128,131.93,461.8,0.544,0.247,80
2023/2/10,90.44,88,90.44,88,1.21,134.51,86.39,132,133.84,457.1,1.172,0.34,54
2023/2/13,90.63,89,89.35,90.1,0.24,128.94,86.61,132,129.15,461.7,0,0.349,73
2023/2/14,90.25,87.24,88.62,90.25,0.75,129.59,85.58,134,129.41,462.4,0.423,0.195,60
2023/2/15,91.58,88.1,91.51,88.51,2.06,137.25,85.38,136.5,128.83,464.4,0.361,0.49,66
2023/2/16,95.13,91.68,95.13,91.68,0.56,129.51,85.14,137,129.81,465.1,0.678,0.497,66
2023/2/17,95.42,92.55,93.33,94.95,0.6,120.96,83,136.5,129.17,463.7,0.654,0.381,53
2023/2/20,96.7,93.96,95.11,94.63,0.68,123.9,84.07,136.5,129.17,464.4,0,0,82
2023/2/21,97.99,94,97.12,95.43,0.53,120.06,83.05,137,129.07,463,0.452,0.605,67
2023/2/22,97.12,93.36,93.45,97.12,0.26,125.4,80.45,137.15,128.72,461.5,0.292,0.294,75
2023/2/23,94.98,93.26,93.84,93.47,0.8,126.22,81.95,139,127.95,462.4,0.453,0.203,64
2023/2/24,96.03,94.1,94.79,94.93,0.24,127.69,82.82,137.9,128.29,458.1,0.734,0.601,63
2023/2/27,96.94,95.31,96.9,95.64,0.55,118.19,82.45,148.15,128.31,462.5,0.026,0.093,82
2023/2/28,97.2,95.88,95.88,96.9,1.01,115.54,83.89,145.9,120.93,461,0.868,0.694,80
2023/3/1,96.26,93.52,93.8,96.1,0.39,118.69,84.31,143.85,119.71,457.2,0.252,0.349,64
2023/3/2,95,89.87,90.1,94.77,0.4,118.1,84.75,141.4,118.72,459.7,0.329,0.222,66
2023/3/3,90.17,88.47,89.27,90,0.71,113.18,85.83,131.75,114.46,464.3,0.613,0.76,62
2023/3/6,91.35,89.05,89.96,90.5,0.52,105.66,86.18,123,109.98,463.7,0,0,59
2023/3/7,93.59,91.11,92.87,91.12,1.28,108.75,83.29,124.5,110.3,460,0.527,0,58
2023/3/8,95.73,93.5,94.76,93.52,3.12,106.85,82.66,123.35,109.52,460.9,0.667,0.083,74
2023/3/9,96.64,93.86,95.4,95.75,1.56,109.59,81.59,126.75,111.24,460.1,1.015,0.172,81
2023/3/10,96.93,95.3,96.83,95.53,2.42,133.56,82.78,135,115.84,452.7,1.449,0.921,45
2023/3/13,96.3,92.37,92.99,96.3,2.06,125.08,80.77,138.65,109.67,442.7,0,0,64
2023/3/14,93.54,89.55,89.73,92.91,1.15,110.52,77.45,141,106.86,448.9,0.842,0.277,71
2023/3/15,91.23,86.53,86.65,90.36,1.93,106.3,73.28,138,103.74,435.3,0.159,0.557,64
2023/3/16,88.3,83.71,85.27,88.3,2.79,109.19,74.29,138,105.13,442.1,0.442,0.164,52
2023/3/17,87.07,83.43,85.57,85.68,0.64,103.97,72.77,134.5,103.42,443.23,0.353,0.426,51
2023/3/20,86,82.13,85.18,83.7,2.39,94.28,73.54,134.5,101.41,436,0.074,0,53
2023/3/21,88.4,85.69,87.38,86.16,2.19,103.37,75.03,139,102.58,442.2,0.198,0.266,58
2023/3/22,87.68,85.5,86.63,87.1,2.03,97.72,76.38,137.1,102.84,442.7,0.402,0.235,78
2023/3/23,90.4,87.45,90.18,87.45,1.51,106.54,75.91,135.8,102.92,441.7,0.65,0.495,36
2023/3/24,91.02,84.18,85.4,89.96,1.11,100.71,74.99,135.15,101.78,435.5,0.453,0.735,52
2023/3/27,89.19,86.73,88.13,88.02,13.64,104.75,78.12,136.75,101.73,440.8,0.185,0.087,64
2023/3/28,90.56,87.62,89.4,87.62,15.63,105.88,78.65,137.8,102.27,440.4,0.308,0.097,85
2023/3/29,91.1,89.33,90.02,89.47,12.36,105.63,78.28,137.75,102.35,445.8,0.642,0.377,62
2023/3/30,91.76,89.55,90.8,90.43,15.57,107.41,79.27,137.9,102.52,451.3,0.506,0.191,64
2023/3/31,92.89,90.71,91.75,90.93,14.19,118.03,79.77,137.8,110.32,454.5,0.698,0.458,46
2023/4/3,96.16,91.69,96,91.75,15.34,128.27,84.93,149,114.59,453.6,0.089,0,67
2023/4/4,97.35,94.63,94.98,96,15.77,114.86,84.94,144.05,112.07,453.5,0.038,0.089,63
2023/4/5,98,94.78,97.01,94.97,17.83,106.64,84.99,139,108.4,452.2,0.24,0.132,58
2023/4/6,97.9,96,96.75,97,17.83,102.31,85.12,135.1,104.01,455.4,0.206,0.225,47
2023/4/11,98.43,96.72,97.47,96.75,12.46,102.63,85.61,129.45,105.34,458.1,0,0,59
2023/4/12,98.21,95.09,96.27,97.53,16.89,100.8,87.33,133.8,104.13,458.9,0.18,0.086,63
2023/4/13,96.5,93.1,94.39,96.15,14.93,99.88,86.09,134.4,102.62,460.9,0.216,0.12,56
2023/4/14,94.99,93.16,94.11,94.39,11.55,98.46,86.31,135.9,102.52,463.4,1.006,0.632,47
2023/4/17,94.75,92.16,92.91,94.14,11.4,98.76,84.76,136,100.85,463.3,0.043,0.057,68
2023/4/18,95.6,92.33,95.15,92.98,14.37,101.92,84.77,137.05,100.99,465,0.561,0.187,87
2023/4/19,96.47,94.18,94.39,95.3,12.8,96.11,83.12,138,99.92,464.6,0.64,0.323,100
2023/4/20,94.66,91.18,91.74,94.45,18.42,95.6,81.1,138.65,100.82,463.8,0.35,0.104,99
2023/4/21,92.41,89.25,89.86,91.95,16.35,96.09,81.66,139.25,100.76,465.3,0.812,0.678,71
2023/4/24,90.11,87.59,88.56,90.11,17.79,95.3,82.73,138.75,102.01,466,0,0,91
2023/4/25,88.91,86.53,86.81,88.58,20.94,94.84,80.77,140,101.72,464.5,0.355,0.517,86
2023/4/26,87,85.16,86.24,86.9,19.49,90.41,77.69,140.15,101.09,460.4,0.824,0.606,65
2023/4/27,87.9,85.4,86.68,85.94,18.54,90.53,78.37,140,101.2,461.5,0.954,0.692,99
2023/4/28,88.11,86.13,87.65,86.49,11.92,88.53,79.54,140,101.08,464.1,0.733,0.496,73
2023/5/1,88.36,85.5,85.63,87.39,4.52,88.53,79.31,136.4,92.61,464.1,0,0,55
2023/5/2,90.82,85.42,88.52,85.66,21.01,85.36,75.32,136.1,91.68,458.7,0.23,0.459,71
2023/5/3,89.35,84,85.15,89,24.91,83.6,72.33,131.5,90.56,460.5,0.525,0.53,45
2023/5/4,85.71,83.25,84.5,85.29,17.53,80.51,72.5,125.3,89.21,458.5,0.317,0.299,62
2023/5/5,86.9,84.3,84.96,84.66,12,83.35,75.3,127.15,89.9,464,0.858,0.508,66
2023/5/8,85.99,84.5,85.59,85,6.33,83.35,77.01,127.15,90.97,466.1,0,0,77
2023/5/9,87.75,85.2,87.51,85.57,14.24,82.23,77.44,125,90.98,463.6,0.357,0.3,74
2023/5/10,89.75,87.2,89.06,87.69,16.36,80.56,76.41,122.45,90.7,462,0.468,0.213,73
2023/5/11,90.12,87.68,88.57,89.22,16.42,80.75,74.98,119.1,91.83,462.5,0.148,0.085,71
2023/5/12,89.67,88.14,88.93,88.54,9.38,75.93,74.17,119.45,91.6,464.5,0.956,1.136,67
2023/5/15,89.19,86.13,87.14,88.5,15.99,74.45,75.23,118.15,88.65,466,0.164,0.069,67
2023/5/16,89.2,86.66,88.93,87.14,13.11,73.65,74.91,117.5,87.64,464.1,0.037,0.144,91
2023/5/17,89.75,87.55,88.04,88.77,11.44,72.95,76.96,118.5,87.34,463.3,0.868,0.458,78
2023/5/18,90.21,87.92,89.65,88.49,9.13,67.78,75.86,116.9,86.13,466.6,0.101,0.077,53
2023/5/19,91.24,89.33,89.43,89.66,12.79,68.36,75.58,118.7,85.96,469.4,0.823,0.259,70
2023/5/22,89.71,86.77,87.25,89.43,15.35,66.36,75.99,119,83.49,469,0,0,73
2023/5/23,87.72,85.36,85.8,87.4,16.12,66.19,76.84,119,82.55,466.3,0.59,0.877,79
2023/5/24,86.26,84.55,84.79,85.81,13.8,64.37,78.36,118.4,82.55,457.1,0.311,0.139,75
2023/5/25,85.15,82.63,82.63,85.03,20.74,58.58,76.26,118.65,81.5,456.4,0.55,0.312,75
2023/5/26,83.37,81.94,83.13,82.75,14.76,57.36,76.95,118.1,81.61,461.5,0.607,0.769,54
2023/5/29,84.46,82.67,83,83.01,4.74,57.36,77.07,98.95,81.61,461,0,0,68
2023/5/30,83.34,80.36,80.38,83.05,24.55,58.29,73.54,93,81.72,456.7,0.359,0.069,98
2023/5/31,81.97,79.32,80.77,80.45,21.92,63.53,72.66,95.5,75.85,451.6,0.222,0.306,78
2023/6/1,81.1,78.47,78.95,80.78,22.48,54.27,74.28,93.95,71.22,455.6,0.241,0.252,49
2023/6/2,80.47,78.52,78.52,78.95,15.52,54.95,76.13,100.85,71.94,462.6,0.7,0.409,55
2023/6/5,83.25,78.01,82.86,79.05,23.97,67.22,76.71,111,81.31,460.3,0.081,0,71
2023/6/6,83.48,80.28,81.64,83,17.91,59.15,76.29,106.65,78.69,462,0.42,0,78
2023/6/7,84.19,80.1,83.86,81.64,18.61,62.27,76.95,110,79.37,461,0.485,0.283,82
2023/6/8,84.95,82.63,83.35,83.99,15.1,63.39,75.96,112.9,79.7,461,0.254,0.148,50
2023/6/9,87.3,83.5,86.14,83.75,17.41,77.76,74.79,115.75,85.22,459.9,0.754,0.032,43
2023/6/12,88.46,84.88,88.22,86.75,17.45,75.63,71.84,114.65,87.76,460.5,0,0,75
2023/6/13,91.03,86.91,90.72,88,30.35,91.72,74.29,117.5,91.32,463.9,0.24,0.275,66
2023/6/14,93.99,89.91,93.62,90.46,28.12,95.51,73.2,116.4,94.7,465.5,0.197,0.267,70
2023/6/15,95.18,91.51,92.93,93.51,29.19,103,75.67,116.45,95.68,464.5,0.639,0.523,68
2023/6/16,93.18,90.5,91.92,92.92,19.81,87.2,76.61,115.05,92.59,466.41,0.861,0.401,71
2023/6/19,93.65,90.3,93.23,91.7,15.15,86.14,76.09,114.05,92.59,463.8,0,0,70
2023/6/20,96,92.85,94.51,93.09,23.51,96.46,75.9,117.2,97.25,461.3,0.994,0.627,78
2023/6/21,95.4,90.39,90.85,94.41,27.35,91.82,77.12,116.75,94.78,459.1,0.397,0.054,69
2023/6/22,91.2,88.33,90.95,90.2,18.31,85.35,74.14,115.15,92.83,456.5,0.193,0.339,90
2023/6/23,90.9,87.55,87.55,90.9,14.05,80.28,73.85,114.6,93.12,454.5,0.799,0.445,54
2023/6/26,89.65,85.89,86.49,87.69,16.58,79.73,74.18,115,94.53,454.5,0,0,91
2023/6/27,89.17,85.8,89.09,86.49,14.66,85.16,72.26,115,94.59,454.9,0.616,0.452,88
2023/6/28,89.7,86.98,88.21,89.67,13.96,84.58,74.03,115,94.72,458.2,0.374,0.053,52
2023/6/29,88.82,87.24,88.13,87.34,12.33,86.43,74.34,114.9,94.76,458.3,0.163,0.21,67
2023/6/30,89.61,87.11,89.57,88.1,12.88,91.22,74.9,115.5,96.48,463.8,0.887,0.295,48
2023/7/3,89.83,87.18,87.58,89.12,13.06,83.65,74.65,121.45,88.17,462.7,0.07,0.2,60
2023/7/4,88.1,86.68,87.69,87.41,10.26,86.78,76.25,123.3,88.17,463.1,0.118,0.332,74
2023/7/5,87.32,85.71,85.81,87.06,15.08,84.49,76.65,123.6,86.38,459.4,0.388,0.1,49
2023/7/6,86.45,85.33,86.29,85.7,14.12,79.25,76.52,117.25,83.79,448.2,0.168,0.317,64
2023/7/7,87.85,85.83,86.15,86.05,12.12,81.86,78.47,116.35,82.66,449.1,0.494,0.341,65
2023/7/10,87.17,85.48,86.26,86.16,12.7,73.53,77.69,110.95,79.77,450,0.138,0.117,78
2023/7/11,87.22,85.11,87.05,86.34,15.21,70.51,79.4,105.9,79.01,453.2,1.023,0.564,69
2023/7/12,88.32,85.68,85.83,87.03,15.76,64.79,80.11,104.05,78.22,460.3,0.23,0.258,68
2023/7/13,86.96,85.32,85.88,85.86,11.32,64.46,81.36,103.65,76.7,463.1,0.622,0.111,42
2023/7/14,87.65,85.82,86.35,85.82,10.62,63.39,79.87,104.15,76.88,462.4,0.637,0.281,51
2023/7/17,86.81,85.18,86.78,85.93,12.73,61.59,78.5,104,76.67,459.6,0.25,0.078,62
2023/7/18,88.32,86.25,88.18,86.78,14.99,66.69,79.63,108.95,75.94,462.7,0.399,0.318,71
2023/7/19,89.4,87.05,88.98,88.1,15.48,67.87,79.46,108,75.16,463.7,0.849,0.184,71
2023/7/20,91.24,88.75,90.84,88.95,17.57,70.36,79.64,109.75,74.74,465.4,0.885,0.407,77
2023/7/21,92.3,90.33,91.82,90.8,14.12,70.82,81.07,110.5,75.65,466.7,0.769,0.549,64
2023/7/24,92.59,90.53,91.29,91.82,14.37,76.83,82.74,111.05,78.07,467.3,0.091,0.366,63
2023/7/25,92.52,91.14,92.34,91.25,14.27,81.39,83.64,111.15,78.29,469.4,0.369,0.096,64
2023/7/26,93.5,90.34,90.77,92.32,16.55,73.24,82.92,111.25,77.67,466.5,0.357,0.518,75
2023/7/27,91.28,89.23,90.92,90.79,15.51,70.02,84.24,111,77.48,473.4,0.312,0.259,71
2023/7/28,90.92,88.16,88.7,90.92,16.24,63.66,84.99,110.75,78,472.4,0.533,0.324,52
2023/7/31,89.42,86.37,86.81,88.34,15.97,70.75,85.56,105.25,78.39,472.8,0.106,0,64
2023/8/1,87.83,84.4,84.62,86.85,22.39,67.9,84.91,104.2,75.33,467.8,0.229,0.388,70
2023/8/2,84.99,83.01,83.2,84.65,21.26,72.16,83.2,105.25,75.66,461.3,0.061,0.305,42
2023/8/3,85.8,83.1,84.41,83.23,16.35,76.42,85.14,108.5,79.36,458.6,0.243,0.377,52
2023/8/4,85.63,83.3,83.41,84.99,11.73,72.93,86.24,108.25,78.76,460.4,0.412,0.4,21
2023/8/7,84.56,82.56,82.64,83.55,13.37,76.49,85.34,112.25,77.86,460.7,0,0,56
2023/8/8,84.47,82.31,83.97,82.7,14.58,78.14,86.17,114.75,79.7,459.4,0.167,0.291,71
2023/8/9,85.82,83.5,83.9,84.34,17.02,101.08,87.55,115.85,85.76,461.1,0.134,0.283,72
2023/8/10,85.21,83.03,84.55,84.24,12.82,94.25,86.4,117.5,83.91,465.5,0.663,0.632,50
2023/8/11,86.92,84,86.8,84.9,10.94,89.42,86.81,116.5,82.69,460.2,0.36,0.322,33
2023/8/14,88.13,86,87.95,86.57,13.26,86.83,86.21,115.6,81.76,461,0,0,60
2023/8/15,88.6,86.7,86.87,88.23,13.02,98.43,84.89,116.75,84.74,456.2,0.239,0.152,45
2023/8/16,88.89,87.35,88.58,87.64,15.6,95.28,83.45,115.85,84.85,456.1,0.129,0.142,75
2023/8/17,89.87,87.7,88.85,88.6,15.8,92.94,84.12,116,84.52,451.9,0.33,0.248,55
2023/8/18,89.09,87.27,88.05,88.68,12.86,90.89,84.8,116.75,84.72,449.5,0.741,0.253,65
2023/8/21,88.7,86.86,87.85,88.62,11.65,102.05,84.46,118.5,89.88,449.5,0.157,0.203,75
2023/8/22,90.39,87.76,90.01,87.85,19.57,106.1,84.03,118.8,94.56,452.9,0.241,0.11,85
2023/8/23,90.23,87.35,88,89.96,19.87,92.32,83.21,118.25,94.69,454.5,0.235,0.502,56
2023/8/24,87.35,85.1,85.21,87.35,18.77,80.32,83.36,118.15,93.08,452.6,0,0.312,68
2023/8/25,86.42,84.5,85.25,85.06,13.46,86.65,84.48,117.75,94.29,452.5,0.488,0.175,39
2023/8/28,86.5,84.79,85.6,85.4,8.13,86.65,84.42,124.5,94.35,457.8,0,0,65
2023/8/29,86.49,84.52,85,85.72,12.48,88.3,85.49,123.1,94.32,460.9,0.035,0,77
2023/8/30,86.63,84.64,86,84.91,13.34,89.81,85.86,122.25,94.32,460.2,0.431,0.385,61
2023/8/31,87.28,85.58,86.03,86.1,11.31,85.73,86.86,118.75,96.95,459.3,0.564,0.504,54
2023/9/1,86.32,85,85.64,86.03,11.95,86.76,88.55,116.9,96.76,458.8,0.621,0.576,63
2023/9/4,85.63,83.75,84.08,85.63,13.97,81.25,89,117.3,96.76,458.4,0.122,0.062,71
2023/9/5,84.81,83.6,83.91,84.18,16.54,83.46,90.04,119.35,95.22,457.5,0.442,0.403,77
2023/9/6,84.81,83.11,83.7,83.95,15.69,75.31,90.6,116.5,91.96,454.8,0.108,0.296,59
2023/9/7,84.28,82.67,83.29,83.67,16.85,79.48,89.92,116.65,93.04,454,0.538,0.397,100
2023/9/8,84,81.28,81.62,83.52,17.11,84.86,90.65,116.85,94.08,454.9,0.442,0.357,56
2023/9/11,82.51,81.36,81.73,81.79,13.8,89.81,90.64,117.2,97.42,456.7,0.062,0,84
2023/9/12,82.41,80.98,81.12,81.85,17.5,86.97,92.06,118.85,95.59,455.6,0.949,0.1,79
2023/9/13,83.83,80.57,83.76,81.25,22.49,92.3,91.88,120.85,93.39,454.5,0.402,0.213,67
2023/9/14,84.07,82.45,82.93,83.71,14.48,89.27,93.7,121.35,93.05,461.3,0.379,0.071,72
2023/9/15,84.09,81.86,82.1,82.88,14.31,92.14,93.93,122.25,92.13,464.51,0.156,0.079,72
2023/9/18,82.65,80.74,80.88,82.18,16.52,87.52,94.43,122.5,94.39,459.5,0,0,65
2023/9/19,81.69,80.55,81.3,80.97,12.94,93.59,94.34,122.5,96.92,459.3,0.363,0.179,82
2023/9/20,82.97,80.51,82.76,81.6,18.19,95.37,93.53,122.5,97.88,464.1,0.806,0.534,53
2023/9/21,84.61,81.7,84.43,82.7,16.17,100.57,93.3,122.25,99.45,457.6,0.602,0.128,56
2023/9/22,86.05,83.65,85.3,83.94,18.47,102.16,93.27,122.25,100.97,456.1,0.689,0.031,64
2023/9/25,85.95,84.77,84.89,85.95,14.09,112.73,93.29,122.55,100.95,453,0,0.148,73
2023/9/26,85.13,82.51,82.51,84.99,16.3,102.23,93.96,124,100.88,450.3,0.331,0.414,62
2023/9/27,83.05,81.61,81.86,83,14.84,99.41,96.55,123.15,101.35,449.4,0.509,0.417,70
2023/9/28,83.24,81.82,83.11,81.83,11.32,100.35,95.38,123,100.91,450.8,0.142,0.205,69
2023/9/29,83.24,81.42,81.45,83,11.38,105.4,95.31,123.3,100.72,453.2,0.373,0.482,52
2023/10/2,81.66,80.62,80.7,81.42,14.76,98.36,90.71,125.65,85.11,448.2,0.584,0,54
2023/10/3,80.91,79.52,79.8,80.7,23.91,92.23,90.92,120.8,77.55,443,0.248,0.563,59
2023/10/4,82.39,79.56,81.82,79.87,20.9,95.95,85.81,119.1,82.54,442.3,1.117,0.625,75
2023/10/5,82.37,80.3,80.86,81.85,15.01,89.87,84.07,119.5,78.75,443.6,0.896,0.3,56
2023/10/6,81.15,80,80.62,80.85,12.05,94.49,84.58,122.8,79.23,447.3,0.121,0.191,57
2023/10/9,81.96,80,81.63,80.65,16.51,109.29,88.15,126.5,91.01,445.9,0.13,0.13,65
2023/10/10,85.06,81.6,84.74,81.87,26.15,124.71,87.65,130.25,95.75,455,0.374,0.305,76
2023/10/11,85.03,83.5,83.78,84.68,21.43,116.62,85.82,130.25,91.8,455.6,0.154,0,72
2023/10/12,85.69,83.5,85.45,83.78,16.72,133.96,86,134.5,92.74,455.9,0.577,0.279,65
2023/10/13,86.6,84.73,85.66,85.23,22.82,136.7,90.89,138.4,91.68,451.1,0.835,0.098,55
2023/10/16,85.93,82.99,83.41,85.58,18.29,121.17,89.65,138.5,88.09,452.3,0.391,0.1,74
2023/10/17,83.66,81.45,82.65,83.29,16.43,122.03,89.9,138.5,83.9,451.7,0.69,0.438,74
2023/10/18,83.35,81.52,81.79,82.61,15.86,125.83,91.5,138.15,85.53,446.9,0.568,0.606,52
2023/10/19,82.24,80.84,82,81.7,17.07,123.63,92.38,137.5,86.29,441.5,0.101,0.101,72
2023/10/20,82.5,81.05,81.67,81.98,15.05,126.19,92.16,138,87.2,435.4,0.662,1.288,54
2023/10/23,81.5,80.06,80.3,81.39,17.53,126.75,89.83,137.25,86.64,434.7,0.155,0,56
2023/10/24,81.34,80.21,80.66,80.26,17.18,122.15,88.07,137.15,86.04,436.4,0.864,0.584,60
2023/10/25,80.98,79.75,79.93,80.74,18.43,124.21,90.13,135.8,86.56,436.7,0.312,0.152,83
2023/10/26,80.71,79.49,79.58,79.94,18.95,126.12,87.93,136,86.05,434.4,0.459,0.102,72
2023/10/27,80.36,79.3,79.36,79.64,15.86,125.78,90.48,136,88.16,430.9,0.872,0.449,59
2023/10/30,80.98,78.48,78.78,79.45,24.81,127.86,87.45,128.6,87.41,432.3,0.108,0.283,63
2023/10/31,79.5,78.15,79.41,78.65,21.72,124.07,87.41,123.5,92.26,434.8,0.186,0.343,68
2023/11/1,80.16,78.37,78.66,79.4,19.68,122.31,84.63,122.5,85.89,437.7,0.306,0.244,73
2023/11/2,79.2,76.24,79.06,78.35,34.24,124.47,86.85,124.1,81.12,444.8,0.096,0.039,69
2023/11/3,79.7,77.1,77.2,78.61,19.75,122.55,84.89,124.55,81.44,445.5,0.285,0.255,56
2023/11/6,77.48,75.6,75.88,77.48,18.33,113.66,85.18,120.25,82.56,444.7,0,0,60
2023/11/7,76.5,74.86,75.36,75.71,21.35,116.57,81.61,121,87.94,443.8,0.477,0.453,73
2023/11/8,76.38,74.84,75.4,75.28,19.63,116.12,79.54,125.1,87.87,445.2,0.442,0.423,73
2023/11/9,77.69,75.19,77.3,75.65,22.23,122.06,80.01,126.55,91.12,448.9,0.684,0.397,61
2023/11/10,78.85,76.29,78.5,77.69,18.97,117.77,81.43,124.7,89.13,444.3,0.639,0.2,61
2023/11/13,78.92,76.17,77.04,78.5,19.75,119.66,82.52,124.7,85.04,447.9,0.11,0.201,73
2023/11/14,79.09,76.6,78.57,77.39,19.81,119.11,82.47,124.7,83.83,453.8,1.05,0.575,90
2023/11/15,80.27,78.57,79.8,78.57,20.26,118.15,81.18,124.7,86.07,455.5,0.75,0.115,67
2023/11/16,79.89,76.49,77.2,79.8,23.12,115.47,77.42,124.7,84.12,452.4,0.513,0.063,90
2023/11/17,77.68,76.02,76.23,77.09,15.96,113.74,80.61,120.9,83.37,456.9,0.979,0.774,65
2023/11/20,77.8,76.15,76.66,76.63,15.54,116.27,82.32,122.5,89.26,457.3,0,0,87
2023/11/21,76.71,75.08,75.21,76.61,16.44,111.82,82.45,122.4,88.96,456.9,0.757,0.305,89
2023/11/22,76.2,74.88,75.1,75.37,18.87,113.05,81.96,122.85,88.99,458.3,1.228,0.524,85
2023/11/23,77.22,74.88,76.57,75.3,20.68,119.87,81.42,123.65,88.99,459.7,0.921,0.615,72
2023/11/24,77.19,76,76.46,76.68,13.7,119.79,80.58,123.75,90.07,461.1,0.807,0.33,54
2023/11/27,76.5,72.79,73.07,76.34,28.36,112.21,79.98,116.7,89.97,459.6,0.057,0,77
2023/11/28,73.71,72.01,72.5,73.04,23.92,108.68,81.68,114.85,90.72,458,0.58,0.13,92
2023/11/29,73.25,70.56,70.78,72.33,28.53,102.34,83.1,114.4,91.12,459.8,0.282,0.376,100
